text,command,intent
open spreadsheet,open_excel,immediate
abre el navegador,open_browser,immediate
haz un respaldo asap,run_backup,immediate
start backup now,run_backup,immediate
activa el sonido,unmute_sound,immediate
stop all songs please,stop_music,immediate
lock my computer please,lock_screen,immediate
silencia el sonido,mute_sound,immediate
open Word document,open_word,immediate
mute all,mute_sound,immediate
launch browser now,open_browser,immediate
abre Firefox a las 8 PM,open_browser,scheduled
take screenshot at 9 AM,take_screenshot,scheduled
mute all,mute_sound,immediate
desactiva el silencio,unmute_sound,immediate
check mail in the morning ahora mismo,check_email,scheduled
sube el volumen,volume_up,immediate
haz que cerrar esto después,close_window,scheduled
ajusta el brillo,adjust_brightness,immediate
backup my data,run_backup,scheduled
actualiza el sistema,update_system,immediate
play some music,play_music,immediate
open terminal at 10 AM when possible,open_terminal,scheduled
detén la música un momento,pause_music,immediate
pon música a las 6 de la tarde,play_music,scheduled
update at 11 PM,update_system,scheduled
pon música,play_music,immediate
check emails,check_email,immediate
haz un respaldo ahora mismo,run_backup,immediate
haz una actualización,update_system,immediate
turn off computer,shutdown_computer,immediate
run system backup,run_backup,immediate
sube el volumen a las 10 PM ahora mismo,volume_up,scheduled
silencia el sonido asap,mute_sound,immediate
cierra la ventana,close_window,immediate
adjust brightness at night,adjust_brightness,scheduled
pon música a las 6 de la tarde,play_music,scheduled
unmute at 9 AM,unmute_sound,scheduled
update at 11 PM ahora mismo,update_system,scheduled
pausa la canción,pause_music,immediate
run backup at midnight asap,run_backup,scheduled
close all windows,close_window,immediate
open command prompt,open_terminal,immediate
launch terminal now,open_terminal,immediate
take screenshot at 9 AM,take_screenshot,scheduled
dim the screen ahora mismo,adjust_brightness,immediate
me gustaría escuchar algo ahora when possible,play_music,immediate
reinicia el PC,restart_computer,immediate
turn the volume down,volume_down,immediate
detén la música más tarde,stop_music,scheduled
open terminal at 10 AM,open_terminal,scheduled
update Windows ahora mismo,update_system,scheduled
restart at 3 AM,restart_computer,scheduled
pause the track,pause_music,immediate
open spreadsheet asap,open_excel,immediate
sube el volumen a las 10 PM,volume_up,scheduled
activa el sonido,unmute_sound,immediate
pausar la playlist en una hora,pause_music,immediate
mute my PC,mute_sound,immediate
check emails,check_email,immediate
restart at 3 AM,restart_computer,scheduled
launch terminal now,open_terminal,immediate
update Windows,update_system,scheduled
bloquea la pantalla asap,lock_screen,immediate
run backup at midnight,run_backup,scheduled
quiero cerrar esto después,close_window,scheduled
aumenta el sonido ahora,volume_up,immediate
open Word document,open_word,immediate
mute all,mute_sound,immediate
lock my computer,lock_screen,immediate
reduce el brillo,adjust_brightness,immediate
baja el volumen,volume_down,immediate
quiero cerrar esto después,close_window,scheduled
quiero bloquear el PC,lock_screen,immediate
open command prompt,open_terminal,immediate
reduce el brillo,adjust_brightness,immediate
open terminal at 10 AM,open_terminal,scheduled
pausar la playlist en una hora ahora mismo,pause_music,immediate
open terminal at 10 AM,open_terminal,scheduled
actualiza el sistema,update_system,immediate
launch Microsoft Word,open_word,immediate
detén la música más tarde,stop_music,scheduled
cerrar la app,close_window,immediate
ajusta el brillo,adjust_brightness,immediate
stop all songs when possible,stop_music,immediate
abre Firefox a las 8 PM,open_browser,scheduled
open spreadsheet,open_excel,immediate
cierra la ventana please,close_window,immediate
pausa la canción,pause_music,immediate
lock my computer asap,lock_screen,immediate
run backup at midnight,run_backup,scheduled
reduce el brillo,adjust_brightness,immediate
haz un respaldo asap,run_backup,immediate
check mail in the morning,check_email,scheduled
sube el volumen a las 10 PM,volume_up,scheduled
start backup now asap,run_backup,immediate
open command prompt,open_terminal,immediate
reproduce mi playlist,play_music,immediate
check mail in the morning ahora mismo,check_email,scheduled
open Chrome,open_browser,immediate
reduce el brillo asap,adjust_brightness,immediate
turn up the volume please,volume_up,immediate
sube el volumen,volume_up,immediate
cierra la ventana,close_window,immediate
baja el volumen,volume_down,immediate
shut down PC,shutdown_computer,immediate
actualiza el sistema please,update_system,immediate
raise the volume,volume_up,immediate
quiero ver mis mensajes please,check_email,immediate
para la música ya when possible,stop_music,immediate
turn off computer asap,shutdown_computer,immediate
dim the screen,adjust_brightness,immediate
abre Excel mañana asap,open_excel,scheduled
abre Excel mañana,open_excel,scheduled
apaga el computador,shutdown_computer,immediate
reduce el brillo,adjust_brightness,immediate
pause my music asap,pause_music,immediate
abre Firefox a las 8 PM when possible,open_browser,scheduled
quiero abrir consola,open_terminal,immediate
revisa mi correo,check_email,immediate
lock my computer,lock_screen,immediate
open command prompt,open_terminal,immediate
lock screen now,lock_screen,immediate
open terminal at 10 AM,open_terminal,scheduled
open terminal at 10 AM,open_terminal,scheduled
restart computer,restart_computer,immediate
launch terminal now,open_terminal,immediate
toma una captura when possible,take_screenshot,immediate
abre Excel mañana,open_excel,scheduled
update Windows,update_system,scheduled
aumenta el sonido ahora,volume_up,immediate
unmute at 9 AM,unmute_sound,scheduled
schedule shutdown for tonight asap,shutdown_computer,scheduled
open Word at 7 AM,open_word,scheduled
launch browser now,open_browser,immediate
start backup now,run_backup,immediate
silenciar todo,mute_sound,immediate
mute the system tonight,mute_sound,scheduled
quiero abrir consola,open_terminal,immediate
pausar la playlist en una hora,pause_music,immediate
baja el volumen por la noche,volume_down,immediate
restart at 3 AM,restart_computer,scheduled
check mail in the morning,check_email,scheduled
mute the system tonight,mute_sound,scheduled
set brightness to low now,adjust_brightness,immediate
quiero reiniciar ahora,restart_computer,immediate
abre la terminal please,open_terminal,immediate
sube el volumen,volume_up,immediate
quiero editar un archivo when possible,open_word,immediate
restart at 3 AM,restart_computer,scheduled
haz que escuchar algo ahora,play_music,immediate
turn off computer,shutdown_computer,immediate
run backup at midnight,run_backup,scheduled
silenciar todo when possible,mute_sound,immediate
activa el sonido,unmute_sound,immediate
abre Word asap,open_word,immediate
stop all songs,stop_music,immediate
bloquea el sistema más tarde,lock_screen,scheduled
screenshot now,take_screenshot,immediate
open inbox now,check_email,immediate
restart at 3 AM,restart_computer,scheduled
check mail in the morning,check_email,scheduled
screenshot now,take_screenshot,immediate
abre Excel mañana,open_excel,scheduled
para la música ya,stop_music,immediate
abre Excel mañana,open_excel,scheduled
cerrar la app,close_window,immediate
pause my music,pause_music,immediate
restart at 3 AM,restart_computer,scheduled
activa el sonido,unmute_sound,immediate
schedule shutdown for tonight,shutdown_computer,scheduled
launch Microsoft Word,open_word,immediate
actualiza el sistema,update_system,immediate
enable sound,unmute_sound,immediate
detén la música más tarde,stop_music,scheduled
lower the volume,volume_down,immediate
update Windows,update_system,scheduled
update Windows,update_system,scheduled
run backup at midnight,run_backup,scheduled
haz un respaldo,run_backup,immediate
ajusta el brillo when possible,adjust_brightness,immediate
run system backup,run_backup,immediate
haz una actualización,update_system,immediate
update at 11 PM when possible,update_system,scheduled
start backup now,run_backup,immediate
update Windows,update_system,scheduled
quiero cerrar esto después,close_window,scheduled
check emails,check_email,immediate
stop all songs,stop_music,immediate
puedes cerrar esto después,close_window,scheduled
enable sound,unmute_sound,immediate
open Chrome when possible,open_browser,immediate
pause the track,pause_music,immediate
open Word at 7 AM ahora mismo,open_word,scheduled
pause my music asap,pause_music,immediate
set brightness to low now,adjust_brightness,immediate
run system update now,update_system,scheduled
me gustaría abrir una hoja de cálculo,open_excel,immediate
abre Excel mañana,open_excel,scheduled
take a screenshot,take_screenshot,immediate
abre la terminal,open_terminal,immediate
silencia el sonido,mute_sound,immediate
mute the system tonight,mute_sound,scheduled
bloquea la pantalla,lock_screen,immediate
raise the volume,volume_up,immediate
bloquea la pantalla,lock_screen,immediate
run system update now,update_system,scheduled
start backup now,run_backup,immediate
reproduce mi playlist,play_music,immediate
abre Firefox a las 8 PM,open_browser,scheduled
lock my computer,lock_screen,immediate
abre Firefox a las 8 PM,open_browser,scheduled
revisa mi correo ahora mismo,check_email,immediate
pon música,play_music,immediate
puedes reiniciar ahora,restart_computer,immediate
pause my music,pause_music,immediate
restart at 3 AM,restart_computer,scheduled
pon música a las 6 de la tarde,play_music,scheduled
reproduce mi playlist,play_music,immediate
pon música,play_music,immediate
bloquea la pantalla,lock_screen,immediate
stop playing music please,stop_music,immediate
quiero cerrar esto después,close_window,scheduled
haz una captura de pantalla,take_screenshot,immediate
reinicia el PC,restart_computer,immediate
enable sound when possible,unmute_sound,immediate
apaga el computador asap,shutdown_computer,immediate
raise the volume when possible,volume_up,immediate
restart at 3 AM ahora mismo,restart_computer,scheduled
detén la música más tarde,stop_music,scheduled
pausa la canción,pause_music,immediate
lower the volume,volume_down,immediate
puedes abrir una hoja de cálculo,open_excel,immediate
unmute at 9 AM,unmute_sound,scheduled
silenciar todo,mute_sound,immediate
update at 11 PM,update_system,scheduled
sube el volumen,volume_up,immediate
quiero ver mis mensajes,check_email,immediate
check mail in the morning,check_email,scheduled
abre Firefox a las 8 PM when possible,open_browser,scheduled
ajusta el brillo,adjust_brightness,immediate
para la música ya,stop_music,immediate
mute the system tonight,mute_sound,scheduled
lower the volume,volume_down,immediate
update at 11 PM,update_system,scheduled
detén la música un momento asap,pause_music,immediate
desactiva el silencio ahora mismo,unmute_sound,immediate
baja el volumen,volume_down,immediate
run backup at midnight,run_backup,scheduled
unmute at 9 AM,unmute_sound,scheduled
bloquea el sistema más tarde,lock_screen,scheduled
open command prompt ahora mismo,open_terminal,immediate
bloquea la pantalla,lock_screen,immediate
open inbox now,check_email,immediate
pon música a las 6 de la tarde,play_music,scheduled
abre el navegador,open_browser,immediate
detén la música más tarde,stop_music,scheduled
set brightness to low now please,adjust_brightness,immediate
pausar la playlist en una hora,pause_music,immediate
take screenshot at 9 AM,take_screenshot,scheduled
turn up the volume,volume_up,immediate
reproduce mi playlist,play_music,immediate
check mail in the morning,check_email,scheduled
raise the volume,volume_up,immediate
take screenshot at 9 AM ahora mismo,take_screenshot,scheduled
restart computer when possible,restart_computer,immediate
open Word document,open_word,immediate
run system backup,run_backup,immediate
adjust brightness at night,adjust_brightness,scheduled
schedule shutdown for tonight,shutdown_computer,scheduled
run system update now,update_system,scheduled
enable sound,unmute_sound,immediate
restart computer,restart_computer,immediate
open Excel file now,open_excel,immediate
schedule shutdown for tonight,shutdown_computer,scheduled
stop playing music,stop_music,immediate
mute the system tonight,mute_sound,scheduled
lower the volume,volume_down,immediate
toma una captura,take_screenshot,immediate
take screenshot at 9 AM,take_screenshot,scheduled
apaga el computador,shutdown_computer,immediate
quiero cerrar esto después,close_window,scheduled
ajusta el brillo,adjust_brightness,immediate
turn off computer,shutdown_computer,immediate
launch Microsoft Word,open_word,immediate
quiero cerrar esto después,close_window,scheduled
play some music,play_music,immediate
quiero escuchar algo ahora,play_music,immediate
detén la música más tarde,stop_music,scheduled
bloquea el sistema más tarde,lock_screen,scheduled
por favor ver mis mensajes,check_email,immediate
pon música a las 6 de la tarde,play_music,scheduled
lock screen now,lock_screen,immediate
por favor apagar todo ya,shutdown_computer,immediate
cerrar la app please,close_window,immediate
run backup at midnight,run_backup,scheduled
check mail in the morning,check_email,scheduled
close all windows,close_window,immediate
reduce el sonido,volume_down,immediate
quiero ver mis mensajes please,check_email,immediate
reboot system,restart_computer,immediate
revisa mi correo ahora mismo,check_email,immediate
haz que bloquear el PC please,lock_screen,immediate
enable sound,unmute_sound,immediate
update Windows,update_system,scheduled
unmute my PC,unmute_sound,immediate
open command prompt,open_terminal,immediate
restart computer,restart_computer,immediate
quiero ver mis mensajes please,check_email,immediate
check mail in the morning,check_email,scheduled
